pid,rid,verb,verbstem,sentence,ISO3,object,objectcleanpp,objecttype,label1,label2,group
91653,47173,arrested,arrest,"Further, troops of 12 Maratha Light Infantry arrested three cadres of the Military Council faction of the KCP from Utlou Lairenjam of Imphal West District.",IND,three cadres of the Military Council faction of the KCP from Utlou Lairenjam of Imphal West District,cadres military council faction kcp utlou lairenjam district,person,terrorist,not-assigned,NA
107413,54843,arrested,arrest,"Meanwhile, a Muslim United Liberation Tigers of Assam (MULTA) militant, Dildar Ali (34), was arrested from Ahopa in Baksa District on March 26, reports The Telegraph.",IND,"a Muslim United Liberation Tigers of Assam ( MULTA ) militant , Dildar Ali ( 34 ) , from Ahopa",muslim united liberation tigers assam multa militant dildar ali ahopa,person,terrorist,not-assigned,NA
90889,46761,arrested,arrest,"Thoubal District Police arrested two cadres of the Military Defense Force (MDF) faction of the Kanglei Yawol Kanna Lup (KYKL) on November 4, reports Imphal Free Press.",IND,two cadres of the Military Defense Force ( MDF ) faction of the Kanglei Yawol Kanna Lup ( KYKL ),cadres military defense force mdf faction kanglei yawol kanna lup kykl,person,terrorist,not-assigned,NA
83667,43397,arrested,arrest,Shillong Times reports that a militant belonging to Muslim United Liberation Tigers of Assam (MULTA) was arrested by the Security Forces at Paglahat area in Dhubri District on April 23.,IND,a militant belonging to Muslim United Liberation Tigers of Assam ( MULTA ),militant belonging to muslim united liberation tigers assam multa,person,terrorist,not-assigned,NA
98241,50635,arrested,arrest,"Separately, three Maoist sympathizers - Poornachandra Porja, Mahendra Kumar Khora and Amit Bahadur, all residents of Onakadelli village in Koraput District in Odisha, were arrested at Paderu in Visakhapatnam agency in Visakhapatnam District on July 14.",IND,"three Maoist sympathizers - Poornachandra Porja , Mahendra Kumar Khora and Amit Bahadur , all residents of Onakadelli village in Koraput District in Odisha ,",maoist sympathizers poornachandra porja mahendra kumar khora and amit bahadur residents village,person,terrorist,maoist,NA
132078,65218,arrested,arrest,"Further, a team of Imphal East District commandos arrested two KCP cadres, identified as Laishram Suraj Singh alias Koinao and Yumkhaibam Herojit Singh, from the southern gate of BOAT near Arts and Culture office on September 2, reports The Sangai Express.",IND,"two KCP cadres , identified as Laishram Suraj Singh alias Koinao and Yumkhaibam Herojit Singh , from the southern gate of BOAT near Arts and Culture office on September 2",kcp cadres identified laishram suraj singh alias koinao and yumkhaibam herojit southern gate boat arts culture office september,person,terrorist,not-assigned,NA
1308,627,injured,injur,"Meanwhile, a surrendered militant was injured and moved to a hospital as police fired at him in his residence in Warpora, Sopore.",IND,a surrendered militant,surrendered militant,person,terrorist,not-assigned,NA
7034,3202,arrested,arrest,"Earlier on May 7, four ULFA terrorists were arrested at Nalbari.",IND,four ULFA terrorists,ulfa terrorists,person,terrorist,not-assigned,NA
109836,55906,arrested,arrest,"In another incident, SFs arrested General Secretary Faction of PREPAK (PREPAK-GS) from Thoubal bus parking identified as Laishram Nongdrel Singh alias Sushil alias Ningai in Imphal West District on June 9 at around 5.50 am.",IND,General Secretary Faction of PREPAK ( PREPAK - GS ) from Thoubal bus parking identified as Laishram Nongdrel Singh alias Sushil alias Ningai in Imphal West District,general secretary faction prepak gs bus parking identified laishram nongdrel singh alias sushil ningai district,person,terrorist,not-assigned,NA
72441,38025,arrested,arrest,"Meanwhile, a Maoist, identified as Chitru Sirika of Laxmipur area, who is allegedly involved in the April 12 attack on NALCO mines at Damanjodi in Koraput District, was arrested from a market at Sunabeda in the District on April 25.",IND,"a Maoist , identified as Chitru Sirika of Laxmipur area , who is allegedly involved in the April 12 attack on NALCO mines at Damanjodi in Koraput District , from a market at Sunabeda",maoist identified chitru sirika area who is allegedly involved april attack nalco mines market,person,terrorist,maoist,NA
62065,33539,killed,kill,"Four Kuki Liberation Army (KLA) militants, identified as Kamlen Dimngel, Mangkholal Doungel, Laljang Khongsai and Doukhohel Touthang, and one Kuki Revolutionary Army (KRA cadre, Langkholel Chongloi, were killed during an internecine clash at New Saikhul under Saikhul police station in the Senapati district in the intervening night of May 24 and 25, reports Imphal Free Press.",IND,"Four Kuki Liberation Army ( KLA ) militants , identified as Kamlen Dimngel , Mangkholal Doungel , Laljang Khongsai and Doukhohel Touthang , and one Kuki Revolutionary Army ( KRA cadre , Langkholel Chongloi ,",kuki liberation army kla militants identified kamlen dimngel mangkholal doungel laljang khongsai and doukhohel touthang revolutionary cadre langkholel chongloi,person,terrorist,not-assigned,NA
25054,15116,arrested,arrest,"Separately, another NLFT terrorist was arrested by the security forces while accompanying a delegation of political leaders of the Congress Party during their visit to Dasharambari village in West Tripura district where three tribal civilians were killed by the NLFT on September 30.",IND,another NLFT terrorist,nlft terrorist,person,terrorist,not-assigned,NA
7479,3428,surrendered,surrend,"In a separate incident, three terrorists of the National Liberation Front of Tripura (NLFT) surrendered at Agartala along with one Chinese automatic AK 7.62 mm rifle, one 7.62 self loading rifle, three Chinese grenades and a huge cache of ammunition.",IND,"three terrorists of the National Liberation Front of Tripura ( NLFT ) one 7.62 self loading rifle , three Chinese grenades and a huge cache of ammunition",terrorists national liberation front tripura nlft self loading rifle chinese grenades and huge cache ammunition,person,terrorist,not-assigned,NA
21937,12825,killed,kill,"A <fc><be><8c><93><a4><bc>district commander' of the Harkat-ul-Jehadi-e-Islami (HuJI) was killed in an encounter in Surankote area, Poonch district.",IND,A < fc > < be > < 8c > < 93 > < a4 > < bc > district commander ' of the Harkat - ul - Jehadi - e - Islami ( HuJI ) Poonch district,fc be bc district commander harkat ul jehadi islami huji,person,terrorist,not-assigned,NA
129258,64032,arrested,arrest,"Meanwhile, Security Forces (SFs) arrested a United People's Revolutionary Front (UPRF) militant, Mohamad Shahid Khan alias Teli (37), from Lilong Kaleikhong area.",IND,"a United People 's Revolutionary Front ( UPRF ) militant , Mohamad Shahid Khan alias Teli ( 37 ) , from Lilong Kaleikhong area.",united people revolutionary front uprf militant mohamad shahid khan alias teli area,person,terrorist,not-assigned,NA
5611,2542,killed,kill,"Two terrorists of the United People's Democratic Solidarity (UPDS) were killed after security forces raided and destroyed a UPDS camp at Karlangso, Karbi Anglong district on March 3. Some arms, ammunition and incriminating documents were recovered during the raid.",IND,Two terrorists of the United People 's Democratic Solidarity ( UPDS ),terrorists united people democratic solidarity upds,person,terrorist,not-assigned,NA
65732,35019,injured,injur,"One National Socialist Council of Nagaland-Khaplang (NSCN-K) cadre, Mughaho, was killed and three others, including a civilian, were injured when three unidentified militants opened fire on three NSCN-K cadres at a hotel at Burma Camp bazaar in Dimapur on September 20, according to Nagaland Post.",IND,"One National Socialist Council of Nagaland - Khaplang ( NSCN - K ) cadre , Mughaho , was killed and three others , including a civilian ,",national socialist council khaplang cadre mughaho was killed and others including civilian,person,terrorist,not-assigned,NA
26691,16083,arrested,arrest,"Meanwhile, in a separate incident, two Revolutionary People's Front (RPF) terrorists were arrested from Salungpham area in the Thoubal district during search operations by a combined team of police commandos and 3rd Indian Reserve Battalion (IRB) personnel on January 22.",IND,two Revolutionary People 's Front ( RPF ) terrorists from Salungpham area,revolutionary people front rpf terrorists area,person,terrorist,not-assigned,NA
81723,42472,arrested,arrest,"Separately, two People's Liberation Army (PLA) cadres were arrested by Imphal East District Police from JN Hospital area on February 22.",IND,two People 's Liberation Army ( PLA ) cadres,people liberation army pla cadres,person,terrorist,not-assigned,NA
51038,28720,arrested,arrest,"Further, a Kuki Revolutionary Army (KRA) cadre, Jamminlen Touthang alias Mimin alias Ricks, involved in the abduction of the President of the United Naga Council, K.S. Paul Leo, on April 17, 2001, was arrested by the police in the Senapati district on April 25, reports Kanglaonline.",IND,"a Kuki Revolutionary Army ( KRA ) cadre , Jamminlen Touthang alias Mimin alias Ricks , involved in the abduction of the President of the United Naga Council , K.S. Paul Leo , on April 17 , 2001 ,",kuki revolutionary army cadre jamminlen touthang alias mimin ricks involved abduction president united naga council paul leo april,person,terrorist,not-assigned,NA
50624,28521,arrested,arrest,"Similarly, security forces (SFs) arrested three hardcore ULFA militants, identified as Mridul Ali alias Manjit, Milon Deka and Sukra Deka Mentionably, and recovered three grenades, four detonators and some ammunition from an unspecified place in the Kamrup district.",IND,three hardcore ULFA militants,hardcore ulfa militants,person,terrorist,not-assigned,NA
26719,16093,killed,kill,"On January 24, two terrorists of the Nayanbashi Jamatiya faction of the National Liberation Front of Tripura (NLFT), identified as Noya Debbarma and Sudhannya Debbarma were killed by security personnel in an encounter, which followed a search operation in the Padmabil area of Khowai subdivision in the West Tripura district.",IND,"two terrorists of the Nayanbashi Jamatiya faction of the National Liberation Front of Tripura ( NLFT ) , identified as Noya Debbarma and Sudhannya Debbarma",terrorists nayanbashi jamatiya faction national liberation front nlft identified noya debbarma and sudhannya,person,terrorist,not-assigned,NA
76505,39962,surrendered,surrend,"At least four National Liberation Front of Tripura (NLFT) militants surrendered in three separate places in the Dhalai District on September 14, according to Sentinel.",IND,At least four National Liberation Front of Tripura ( NLFT ) militants,least national liberation front tripura nlft militants,person,terrorist,not-assigned,NA
80103,41728,arrested,arrest,"Separately, four cadres belonging to Lamyanba Khuman faction of the Military Council faction of the Kangleipak Communist Party (KCP), including two women, were arrested by the Imphal East District Police from Porompat crossing on December 31.",IND,"four cadres belonging to Lamyanba Khuman faction of the Military Council faction of the Kangleipak Communist Party ( KCP ) two women ,",cadres belonging to lamyanba khuman faction military council kangleipak communist party kcp women,person,terrorist,not-assigned,NA
123324,61541,arrested,arrest,"Separately, Imphal West Police Commandos arrested two militants belonging to Military Council faction of Kangleipak Communist Party (KCP-MC), identified as Thongam Ningol Naorem Ongbi Shantibala alias Abem alias Bembem Devi and Oinam Moita alias Omita alias Chanbi Devi (18), from near Pishum Lairembi in Imphal West District, reports Kanglaonline on January 25.",IND,two militants belonging to Military Council faction of Kangleipak Communist Party ( KCP - MC ),militants belonging to military council faction kangleipak communist party kcp mc,person,terrorist,not-assigned,NA
58066,31923,arrested,arrest,"Separately, SFs arrested an Over Ground Worker (OGW) of LeT from Baramulla district.",IND,an Over Ground Worker ( OGW ) of LeT from Baramulla district,over ground worker ogw let district,person,terrorist,not-assigned,NA
